Node;IP;PASS;TECH;NODETYPE;SUBNW;C-RNC;C-BSC;STATE;RBSID;ENBID;REL;SITEID;OSS;FINGERPRINT;BBTYPE;TIMESTAMP;GNBID
KPP8503X_2NB04;10.183.44.14;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;87432;-;23.Q2;-;ENM-RAN3A;KPP8503X_2NB04;;2025_21May2025;-
KPP8505I_6NB04;10.141.77.210;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;66142;23.Q2;-;ENM-RAN3A;KPP8505I_6NB04;;2025_21May2025;-
KPP8505L_6NB03;10.153.4.134;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;KPP8505L_6NB03;;2025_21May2025;553062
KPP8505P_9NB01;10.196.145.234;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333312;23.Q2;-;ENM-RAN3A;KPP8505P_9NB01;;2025_21May2025;592622
KPP8505Q_9NB05;10.196.145.238;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;16;-;23.Q2;-;ENM-RAN3A;KPP8505Q_9NB05;;2025_21May2025;-
KPP8505T_2NB06;10.196.145.226;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333322;23.Q2;-;ENM-RAN3A;KPP8505T_2NB06;;2025_21May2025;-
KPP8505X_2NB02;10.143.31.150;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;61752;61752;23.Q2;-;ENM-RAN3A;KPP8505X_2NB02;;2025_21May2025;-
KPP8505X_2NB07;10.196.145.230;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;333312;-;23.Q2;-;ENM-RAN3A;KPP8505X_2NB07;;2025_21May2025;-
KPP8506L_6NB01;10.196.181.222;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;90162;23.Q2;-;ENM-RAN3A;KPP8506L_6NB04;;2025_21May2025;583452
KPP8506T_2NB02;10.196.181.230;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88712;23.Q2;-;ENM-RAN3A;KPP8506T_2NB02;;2025_21May2025;-
KPP8506X_2NB03;10.196.181.234;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;88472;88472;23.Q2;-;ENM-RAN3A;KPP8506X_2NB03;;2025_21May2025;-
KPP8508L_6NB01;10.183.219.30;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;334332;23.Q2;-;ENM-RAN3A;KPP8508L_6NB01;;2025_21May2025;592442
KPP8508P_9NB03;10.183.219.46;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333332;23.Q2;-;ENM-RAN3A;KPP8508P_9NB03;;2025_21May2025;592632
KPP8508Q_9NB02;10.183.219.50;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;333342;-;23.Q2;-;ENM-RAN3A;KPP8508Q_9NB02;;2025_21May2025;-
KPP8508T_2NB04;10.183.219.38;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333342;23.Q2;-;ENM-RAN3A;KPP8508T_2NB04;;2025_21May2025;-
KPP8508X_2NB05;10.183.219.42;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;333332;-;23.Q2;-;ENM-RAN3A;KPP8508X_2NB05;;2025_21May2025;-
KPP8509P_9NB01;10.183.219.154;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340252;23.Q2;-;ENM-RAN3A;KPP8509P_9NB01;;2025_21May2025;594952
KPP8509Q_9NB02;10.183.219.158;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;340262;-;23.Q2;null;ENM-RAN3A;KPP8509Q_9NB02;;2025_21May2025;-
KPP8509T_2NB03;10.183.219.146;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340262;23.Q2;-;ENM-RAN3A;KPP8509T_2NB03;;2025_21May2025;-
KPP8509X_2NB04;10.183.219.150;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;340252;-;23.Q2;-;ENM-RAN3A;KPP8509X_2NB04;;2025_21May2025;-
KPP8510H_7NB04;10.141.119.178;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;554232;23.Q2;-;ENM-RAN3A;KPP8510H_7NB04;;2025_21May2025;554232
KPP8510I_6NB03;10.141.77.138;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;66032;23.Q2;-;ENM-RAN3A;KPP8510I_6NB03;;2025_21May2025;-
KPP8510L_6NB02;10.152.112.182;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;KPP8510L_6NB02;;2025_21May2025;552952
KPP8510T_2NB01;10.68.137.214;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;117352;23.Q2;null;ENM-RAN3A;KPP8510T_2NB01;;2025_21May2025;-
KPP8510X_2NB01;10.69.137.214;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;117352;-;23.Q2;null;ENM-RAN3A;KPP8510X_2NB01;;2025_21May2025;-
KPP8511L_6NB01;10.183.219.58;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;341742;23.Q2;-;ENM-RAN3A;KPP8511L_6NB01;;2025_21May2025;594762
KPP8511P_9NB03;10.183.219.74;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340272;23.Q2;-;ENM-RAN3A;KPP8511P_9NB03;;2025_21May2025;-
KPP8511Q_9NB02;10.183.219.78;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;340282;-;23.Q2;-;ENM-RAN3A;KPP8511Q_9NB02;;2025_21May2025;-
KPP8511T_2NB04;10.183.219.66;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;340282;23.Q2;-;ENM-RAN3A;KPP8511T_2NB04;;2025_21May2025;-
KPP8511X_2NB05;10.183.219.70;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;340272;-;23.Q2;-;ENM-RAN3A;KPP8511X_2NB05;;2025_21May2025;-
KPP8512P_9NB01;10.196.181.82;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330772;23.Q2;-;ENM-RAN3A;KPP8512P_9NB01;;2025_21May2025;591712
KPP8512Q_9NB02;10.196.181.86;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327612;-;23.Q2;-;ENM-RAN3A;KPP8512Q_9NB02;;2025_21May2025;-
KPP8512T_2NB03;10.196.181.74;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331612;23.Q2;-;ENM-RAN3A;KPP8512T_2NB03;;2025_21May2025;-
KPP8512X_2NB04;10.196.181.78;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327582;-;23.Q2;-;ENM-RAN3A;KPP8512X_2NB04;;2025_21May2025;-
KPP8513L_6NB03;10.196.145.110;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;22732;23.Q2;-;ENM-RAN3A;KPP8513L_6NB03;;2025_21May2025;583612
KPP8513T_2NB01;10.196.145.118;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;21982;23.Q2;-;ENM-RAN3A;KPP8513T_2NB01;;2025_21May2025;-
KPP8513X_2NB02;10.196.145.122;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;8842;8842;23.Q2;-;ENM-RAN3A;KPP8513X_2NB02;;2025_21May2025;-
KPP8514P_9NB02;10.196.181.102;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330782;23.Q2;-;ENM-RAN3A;KPP8514P_9NB02;;2025_21May2025;591722
KPP8514Q_9NB01;10.196.181.106;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327632;-;23.Q2;-;ENM-RAN3A;KPP8514Q_9NB01;;2025_21May2025;-
KPP8514T_2NB03;10.196.181.94;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331622;23.Q2;-;ENM-RAN3A;KPP8514T_2NB03;;2025_21May2025;-
KPP8514X_2NB04;10.196.181.98;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327622;-;23.Q2;-;ENM-RAN3A;KPP8514X_2NB04;;2025_21May2025;-
KPP8515L_6NB06;10.196.145.182;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;324312;23.Q2;-;ENM-RAN3A;KPP8515L_6NB06;;2025_21May2025;589622
KPP8515P_9NB03;10.196.145.58;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;45042;23.Q2;-;ENM-RAN3A;KPP8515P_9NB03;;2025_21May2025;-
KPP8515Q_9NB01;10.196.145.62;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;45052;-;23.Q2;-;ENM-RAN3A;KPP8515Q_9NB01;;2025_21May2025;-
KPP8515T_2NB04;10.196.145.50;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;45052;23.Q2;-;ENM-RAN3A;KPP8515T_2NB04;;2025_21May2025;-
KPP8515X_2NB02;10.143.31.154;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;61742;61742;23.Q2;-;ENM-RAN3A;KPP8515X_2NB02;;2025_21May2025;-
KPP8515X_2NB05;10.196.145.54;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;45042;-;23.Q2;-;ENM-RAN3A;KPP8515X_2NB05;;2025_21May2025;-
KPP8516L_6NB03;10.196.181.114;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;557662;23.Q2;-;ENM-RAN3A;KPP8516L_6NB03;;2025_21May2025;557662
KPP8516P_9NB02;10.196.181.130;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;45072;23.Q2;-;ENM-RAN3A;KPP8516P_9NB02;;2025_21May2025;586122
KPP8516Q_9NB01;10.196.181.134;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;45222;-;23.Q2;-;ENM-RAN3A;KPP8516Q_9NB01;;2025_21May2025;-
KPP8516T_2NB04;10.196.181.122;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;45222;23.Q2;-;ENM-RAN3A;KPP8516T_2NB04;;2025_21May2025;-
KPP8516X_2NB05;10.196.181.126;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;45072;-;23.Q2;-;ENM-RAN3A;KPP8516X_2NB05;;2025_21May2025;-
KPP8522P_9NB01;10.183.219.94;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;349262;23.Q2;-;ENM-RAN3A;KPP8522P_9NB01;;2025_21May2025;598122
KPP8522Q_9NB02;10.183.219.98;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;349272;-;23.Q2;null;ENM-RAN3A;KPP8522Q_9NB02;;2025_21May2025;-
KPP8522T_2NB03;10.183.219.86;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;349272;23.Q2;-;ENM-RAN3A;KPP8522T_2NB03;;2025_21May2025;-
KPP8522X_2NB04;10.183.219.90;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;349262;-;23.Q2;-;ENM-RAN3A;KPP8522X_2NB04;;2025_21May2025;-
KPP8525T_2NB01;10.78.152.218;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;7922;23.Q2;-;ENM-RAN3A;KPP8525T_2NB01;;2025_21May2025;-
KPP8525X_2NB01;10.79.152.218;rbs;3G;RBS;UNDEF;CMI8363X;-;SYNCHRONIZED;7922;-;WRBS01.A28;-;ENM-RAN3A;L31448_142430;;2025_21May2025;-
KPP8527I_6NB03;10.141.18.154;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;64322;23.Q2;-;ENM-RAN3A;KPP8527I_6NB03;;2025_21May2025;-
KPP8527L_6NB02;10.152.26.154;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;KPP8527L_6NB02;;2025_21May2025;550242
KPP8527T_2NB01;10.78.155.202;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;113812;23.Q2;null;ENM-RAN3A;KPP8527T_2NB01;;2025_21May2025;-
KPP8527X_2NB01;10.79.155.202;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;113812;-;23.Q2;null;ENM-RAN3A;KPP8527X_2NB01;;2025_21May2025;-
KPP8528P_9NB01;10.196.145.78;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;326342;23.Q2;-;ENM-RAN3A;KPP8528P_9NB01;;2025_21May2025;591462
KPP8528Q_9NB02;10.196.145.82;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;326342;-;23.Q2;-;ENM-RAN3A;KPP8528Q_9NB02;;2025_21May2025;-
KPP8528T_2NB03;10.196.145.70;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;326652;23.Q2;-;ENM-RAN3A;KPP8528T_2NB03;;2025_21May2025;-
KPP8528X_2NB04;10.196.145.74;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;326652;-;23.Q2;-;ENM-RAN3A;KPP8528X_2NB04;;2025_21May2025;-
KPP8534P_9NB01;10.221.191.86;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;186722;23.Q2;-;ENM-RAN3A;KPP8534P_9NB01;;2025_21May2025;575442
KPP8534Q_9NB02;10.221.191.90;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;186262;186262;23.Q2;-;ENM-RAN3A;KPP8534Q_9NB02;;2025_21May2025;575452
KPP8534T_2NB03;10.221.191.78;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;186732;23.Q2;-;ENM-RAN3A;KPP8534T_2NB03;;2025_21May2025;-
KPP8534X_2NB04;10.221.191.82;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;186252;186252;23.Q2;-;ENM-RAN3A;KPP8534X_2NB04;;2025_21May2025;-
KPP8535P_9NB01;10.221.191.182;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;68082;23.Q2;-;ENM-RAN3A;KPP8535P_9NB01;;2025_21May2025;139342
KPP8535Q_9NB02;10.221.191.186;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;68072;68072;23.Q2;-;ENM-RAN3A;KPP8535Q_9NB02;;2025_21May2025;139332
KPP8535T_2NB03;10.221.191.174;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;71962;23.Q2;-;ENM-RAN3A;KPP8535T_2NB03;;2025_21May2025;-
KPP8535X_2NB04;10.221.191.178;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;71952;71952;23.Q2;-;ENM-RAN3A;KPP8535X_2NB04;;2025_21May2025;-
KPP8536P_9NB03;10.196.181.150;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;45332;23.Q2;-;ENM-RAN3A;KPP8536P_9NB03;;2025_21May2025;586132
KPP8536Q_9NB01;10.196.181.154;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;47782;-;23.Q2;-;ENM-RAN3A;KPP8536Q_9NB01;;2025_21May2025;-
KPP8536T_2NB02;10.196.181.142;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;47782;23.Q2;-;ENM-RAN3A;KPP8536T_2NB02;;2025_21May2025;-
KPP8536X_2NB04;10.196.181.146;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;45332;-;23.Q2;-;ENM-RAN3A;KPP8536X_2NB04;;2025_21May2025;-
KPP8537I_6NB03;10.141.41.190;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;64532;23.Q2;-;ENM-RAN3A;KPP8537I_6NB03;;2025_21May2025;-
KPP8537L_6NB02;10.152.64.190;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;KPP8537L_6NB02;;2025_21May2025;550562
KPP8537T_2NB01;10.78.155.178;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;19852;23.Q2;null;ENM-RAN3A;KPP8537T_2NB01;;2025_21May2025;-
KPP8537X_2NB01;10.79.155.178;rbs;3G;RBS;UNDEF;CMI8363X;-;SYNCHRONIZED;19852;-;WRBS01.A28;-;ENM-RAN3A;539007_138863;;2025_21May2025;-
KPP8538P_9NB03;10.196.181.170;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;330812;23.Q2;-;ENM-RAN3A;KPP8538P_9NB03;;2025_21May2025;591732
KPP8538Q_9NB02;10.196.181.174;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327652;-;23.Q2;-;ENM-RAN3A;KPP8538Q_9NB02;;2025_21May2025;-
KPP8538T_2NB01;10.196.181.162;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;331632;23.Q2;-;ENM-RAN3A;KPP8538T_2NB01;;2025_21May2025;-
KPP8538X_2NB04;10.196.181.166;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;327642;-;23.Q2;-;ENM-RAN3A;KPP8538X_2NB04;;2025_21May2025;-
KPP8540H_7NB02;10.141.114.158;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;555362;23.Q2;-;ENM-RAN3A;KPP8540H_7NB02;;2025_21May2025;555362
KPP8540P_9NB01;10.68.109.230;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;145582;23.Q2;null;ENM-RAN3A;KPP8540P_9NB01;;2025_21May2025;-
KPP8540X_2NB01;10.69.109.230;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;145582;-;23.Q2;null;ENM-RAN3A;KPP8540X_2NB01;;2025_21May2025;-
KPP8546P_9NB02;10.221.210.166;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;316542;23.Q2;-;ENM-RAN3A;KPP8546P_9NB02;;2025_21May2025;587682
KPP8546Q_9NB01;10.221.210.170;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;64742;-;23.Q2;-;ENM-RAN3A;KPP8546Q_9NB01;;2025_21May2025;-
KPP8546T_2NB03;10.221.210.158;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;316552;23.Q2;-;ENM-RAN3A;KPP8546T_2NB03;;2025_21May2025;-
KPP8546X_2NB04;10.221.210.162;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;64732;-;23.Q2;-;ENM-RAN3A;KPP8546X_2NB04;;2025_21May2025;-
KPP8547P_9NB01;10.221.210.118;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88242;23.Q2;-;ENM-RAN3A;KPP8547P_9NB01;;2025_21May2025;163472
KPP8547Q_9NB02;10.221.210.122;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;86852;86852;23.Q2;-;ENM-RAN3A;KPP8547Q_9NB02;;2025_21May2025;163482
KPP8547Q_9NB03;10.221.210.126;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;86862;86862;23.Q2;-;ENM-RAN3A;KPP8547Q_9NB03;;2025_21May2025;163512
KPP8547T_2NB04;10.221.210.110;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;88252;23.Q2;-;ENM-RAN3A;KPP8547T_2NB04;;2025_21May2025;-
KPP8547X_2NB05;10.221.210.114;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;86842;86842;23.Q2;-;ENM-RAN3A;KPP8547X_2NB05;;2025_21May2025;-
KPP8800P_9NB03;10.196.181.190;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;102702;23.Q2;-;ENM-RAN3A;KPP8800P_9NB03;;2025_21May2025;586472
KPP8800Q_9NB01;10.196.181.194;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;102832;-;23.Q2;-;ENM-RAN3A;KPP8800Q_9NB01;;2025_21May2025;-
KPP8800T_2NB02;10.196.181.182;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;102832;23.Q2;-;ENM-RAN3A;KPP8800T_2NB02;;2025_21May2025;-
KPP8800X_2NB04;10.196.181.186;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;102702;-;23.Q2;-;ENM-RAN3A;KPP8800X_2NB04;;2025_21May2025;-
KPP8801H_7NB02;10.141.119.246;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;555772;23.Q2;-;ENM-RAN3A;KPP8801H_7NB02;;2025_21May2025;555772
KPP8801I_6NB04;10.141.232.186;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;68322;23.Q2;-;ENM-RAN3A;KPP8801I_6NB04;;2025_21May2025;-
KPP8801L_6NB03;10.152.230.214;-;5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;KPP8801L_6NB03;;2025_21May2025;560722
KPP8801T_2NB01;10.78.155.162;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;15172;23.Q2;-;ENM-RAN3A;KPP8801T_2NB01;;2025_21May2025;-
KPP8801X_2NB01;10.79.155.162;rbs;3G;RBS;UNDEF;CMI8363X;-;SYNCHRONIZED;15172;-;WRBS01.A28;-;ENM-RAN3A;646855_531620;;2025_21May2025;-
KPP8852T_2NB01;10.68.137.246;rbs;4G;ERBS;UNDEF;;-;SYNCHRONIZED;-;119032;1719;-;ENM-RAN3A;KPP8852T_2NB01;;2025_21May2025;-
KPP8853P_9NB01;10.196.181.210;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333762;23.Q2;-;ENM-RAN3A;KPP8853P_9NB01;;2025_21May2025;592832
KPP8853Q_9NB02;10.196.181.214;-;2G3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;333762;-;23.Q2;-;ENM-RAN3A;KPP8853Q_9NB02;;2025_21May2025;-
KPP8853T_2NB03;10.196.181.202;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;333772;23.Q2;-;ENM-RAN3A;KPP8853T_2NB03;;2025_21May2025;-
KPP8853X_2NB04;10.196.181.206;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;333752;-;23.Q2;-;ENM-RAN3A;KPP8853X_2NB04;;2025_21May2025;-
KPP8854P_9NB01;10.68.109.242;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;55852;23.Q2;null;ENM-RAN3A;KPP8854P_9NB01;;2025_21May2025;-
KPP8854X_2NB01;10.69.109.242;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;146242;-;23.Q2;null;ENM-RAN3A;KPP8854X_2NB01;;2025_21May2025;-
KPP8856P_9NB02;10.221.191.114;-;4G5G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;186742;23.Q2;-;ENM-RAN3A;KPP8856P_9NB02;;2025_21May2025;575462
KPP8856Q_9NB01;10.221.191.118;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;186282;186282;23.Q2;-;ENM-RAN3A;KPP8856Q_9NB01;;2025_21May2025;575472
KPP8856Q_9NB03;10.221.191.122;-;2G3G4G5G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;186312;186312;23.Q2;-;ENM-RAN3A;KPP8856Q_9NB03;;2025_21May2025;575482
KPP8856T_2NB04;10.221.191.106;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;186752;23.Q2;-;ENM-RAN3A;KPP8856T_2NB04;;2025_21May2025;-
KPP8856X_2NB05;10.221.191.110;-;3G4G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;186272;186272;23.Q2;-;ENM-RAN3A;KPP8856X_2NB05;;2025_21May2025;-
KPPS001T_2NB01;10.143.96.178;-;4G;RADIONODE;UNDEF;null;-;SYNCHRONIZED;-;63182;23.Q2;-;ENM-RAN3A;KPPS001T_2NB01;;2025_21May2025;-
KPPS001X_2NB01;10.137.96.178;-;3G;RADIONODE;UNDEF;CMI8363X;-;SYNCHRONIZED;63182;-;23.Q2;null;ENM-RAN3A;KPPS001X_2NB01;;2025_21May2025;-
LNOCW01I_6NB03;10.141.93.178;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;67632;22.Q2;-;ENM-RAN3A;NORCW06I_6NB03;;2025_21May2025;-
LNOCW01L_6NB02;10.153.24.190;-;5G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;-;22.Q2;-;ENM-RAN3A;NORCW06L_6NB02;;2025_21May2025;559932
LNOCW01T_2NB01;10.143.21.154;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;21722;22.Q2;-;ENM-RAN3A;NORCW06T_2NB01;;2025_21May2025;-
LNOCW01X_2NB01;10.137.21.154;-;3G;RADIONODE;UNDEF;PSN8361X;-;UNSYNCHRONIZED;592;-;22.Q2;-;ENM-RAN3A;NORCW06X_2NB01;;2025_21May2025;-
LNOCW02I_6NB03;10.141.93.170;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;69972;22.Q2;-;ENM-RAN3A;LNOCW02I_6NB03;;2025_21May2025;-
LNOCW02L_6NB02;10.153.24.182;-;5G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;-;22.Q2;-;ENM-RAN3A;LNOCW02L_6NB02;;2025_21May2025;567812
LNOCW02T_2NB01;10.140.204.138;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;21252;22.Q2;-;ENM-RAN3A;NORCW05T_2NB01;;2025_21May2025;-
LNOCW02X_2NB01;10.136.204.138;-;3G;RADIONODE;UNDEF;PSN8361X;-;UNSYNCHRONIZED;492;-;22.Q2;-;ENM-RAN3A;NORCW05X_2NB01;;2025_21May2025;-
LNOCW03I_6NB03;10.141.93.174;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;69962;23.Q2;-;ENM-RAN3A;LNOCW03I_6NB03;;2025_21May2025;-
LNOCW03L_6NB02;10.153.24.186;-;5G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;LNOCW03L_6NB02;;2025_21May2025;567822
LNOCW03T_2NB01;10.143.21.158;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;389412;23.Q2;-;ENM-RAN3A;LNOCW03T_2NB01;;2025_21May2025;-
LNOCW03X_2NB01;10.137.21.158;-;3G;RADIONODE;UNDEF;PSN8361X;-;UNSYNCHRONIZED;392;-;23.Q2;-;ENM-RAN3A;NORCW04X_2NB01;;2025_21May2025;-
LNOCW04I_6NB03;10.142.61.182;-;4G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;171712;23.Q2;-;ENM-RAN3A;LNOCW04I_6NB03;;2025_21May2025;-
LNOCW04L_6NB02;10.153.226.182;-;5G;RADIONODE;UNDEF;null;-;UNSYNCHRONIZED;-;-;23.Q2;-;ENM-RAN3A;LNOCW04L_6NB02;;2025_21May2025;521552
